,name,lat,lon,startup distance,startup lat,startup lon,design distance,design lat,design lon,starbucks distance,starbucks lat,starbucks lon,airport distance,airport lat,airport lon,school distance,school lat,school lon,club distance,club lat,club lon,vegan distance,vegan lat,vegan lon,stadium distance,stadium lat,stadium lon,pet services distance,pet services lat,pet services lon
239,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
240,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
241,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
242,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
243,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
244,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
245,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
246,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
247,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
248,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
249,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
250,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
251,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
252,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
253,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
254,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
255,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
256,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
257,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
258,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
259,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
260,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
261,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
262,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
263,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
264,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
265,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
266,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
267,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
268,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
269,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
270,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
271,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
272,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
273,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
274,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
275,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
276,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
277,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
278,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
279,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
280,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
281,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
282,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
283,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
284,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
285,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
286,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
287,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
288,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
289,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
290,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
291,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
292,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
293,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
294,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
295,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
296,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
297,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
298,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
299,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
300,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
301,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
302,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
303,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
304,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
305,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
306,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
307,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
308,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
309,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
310,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
311,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
312,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
313,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
314,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
315,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
316,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
317,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
318,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
319,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
320,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
321,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
322,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
323,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
324,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
325,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
326,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
327,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
328,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
329,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
330,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
331,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
332,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
333,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
334,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
335,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
336,Daily Flat Rental,40.412323,-3.703248,567,40.416979,-3.706057,357,40.409888,-3.705905,581,40.417539,-3.702775,429,40.414757,-3.69931,604,40.410374,-3.696515,24,40.412294,-3.703514,42,40.412631,-3.703219,497,40.41678,-3.70379,626,40.407176,-3.700312
